Title,URL
"Set .intersection() Operation
EasyPython (Basic)Max Score: 10Success Rate: 99.21%",https://www.hackerrank.com/challenges/py-set-intersection-operation?isFullScreen=true
"Mod Divmod
EasyPython (Basic)Max Score: 10Success Rate: 98.97%",https://www.hackerrank.com/challenges/python-mod-divmod?isFullScreen=true
"Power - Mod Power
EasyPython (Basic)Max Score: 10Success Rate: 99.32%",https://www.hackerrank.com/challenges/python-power-mod-power?isFullScreen=true
"Maximize It!
HardProblem Solving (Basic)Max Score: 50Success Rate: 81.86%",https://www.hackerrank.com/challenges/maximize-it?isFullScreen=true
"Set .difference() Operation
EasyPython (Basic)Max Score: 10Success Rate: 99.22%",https://www.hackerrank.com/challenges/py-set-difference-operation?isFullScreen=true
"Integers Come In All Sizes
EasyPython (Basic)Max Score: 10Success Rate: 99.43%",https://www.hackerrank.com/challenges/python-integers-come-in-all-sizes?isFullScreen=true
"Set .symmetric_difference() Operation
EasyPython (Basic)Max Score: 10Success Rate: 99.22%",https://www.hackerrank.com/challenges/py-set-symmetric-difference-operation?isFullScreen=true
"Set Mutations
EasyPython (Basic)Max Score: 10Success Rate: 98.16%",https://www.hackerrank.com/challenges/py-set-mutations?isFullScreen=true
"Triangle Quest
MediumPython (Basic)Max Score: 20Success Rate: 93.73%",https://www.hackerrank.com/challenges/python-quest-1?isFullScreen=true
"The Captain's Room
EasyPython (Basic)Max Score: 10Success Rate: 90.80%",https://www.hackerrank.com/challenges/py-the-captains-room?isFullScreen=true
"Check Subset
EasyPython (Basic)Max Score: 10Success Rate: 98.67%",https://www.hackerrank.com/challenges/py-check-subset?isFullScreen=true
"Check Strict Superset
EasyPython (Basic)Max Score: 10Success Rate: 95.33%",https://www.hackerrank.com/challenges/py-check-strict-superset?isFullScreen=true
"Classes: Dealing with Complex Numbers
MediumPython (Basic)Max Score: 20Success Rate: 90.97%",https://www.hackerrank.com/challenges/class-1-dealing-with-complex-numbers?isFullScreen=true
"Class 2 - Find the Torsional Angle
EasyMax Score: 20Success Rate: 96.14%",https://www.hackerrank.com/challenges/class-2-find-the-torsional-angle?isFullScreen=true
"Zipped!
EasyPython (Basic)Max Score: 10Success Rate: 97.59%",https://www.hackerrank.com/challenges/zipped?isFullScreen=true
"Input()
EasyPython (Basic)Max Score: 20Success Rate: 93.82%",https://www.hackerrank.com/challenges/input?isFullScreen=true
"Python Evaluation
EasyPython (Basic)Max Score: 20Success Rate: 96.39%",https://www.hackerrank.com/challenges/python-eval?isFullScreen=true
"Athlete Sort
MediumPython (Basic)Max Score: 30Success Rate: 95.50%",https://www.hackerrank.com/challenges/python-sort-sort?isFullScreen=true
"Any or All
EasyPython (Basic)Max Score: 20Success Rate: 94.41%",https://www.hackerrank.com/challenges/any-or-all?isFullScreen=true
"ginortS
MediumPython (Basic)Max Score: 40Success Rate: 97.67%",https://www.hackerrank.com/challenges/ginorts?isFullScreen=true
"Detect Floating Point Number
EasyPython (Basic)Max Score: 20Success Rate: 92.72%",https://www.hackerrank.com/challenges/introduction-to-regex?isFullScreen=true
"Map and Lambda Function
EasyPython (Basic)Max Score: 20Success Rate: 95.26%",https://www.hackerrank.com/challenges/map-and-lambda-expression?isFullScreen=true
"Re.split()
EasyPython (Basic)Max Score: 20Success Rate: 96.49%",https://www.hackerrank.com/challenges/re-split?isFullScreen=true
"Validating Email Addresses With a Filter
MediumPython (Basic)Max Score: 20Success Rate: 90.97%",https://www.hackerrank.com/challenges/validate-list-of-email-address-with-filter?isFullScreen=true
"Group(), Groups() & Groupdict()
EasyPython (Basic)Max Score: 20Success Rate: 93.56%",https://www.hackerrank.com/challenges/re-group-groups?isFullScreen=true
"Reduce Function
MediumMax Score: 30Success Rate: 98.27%",https://www.hackerrank.com/challenges/reduce-function?isFullScreen=true
"Re.findall() & Re.finditer()
EasyPython (Basic)Max Score: 20Success Rate: 93.17%",https://www.hackerrank.com/challenges/re-findall-re-finditer?isFullScreen=true
"Re.start() & Re.end()
EasyPython (Intermediate)Max Score: 20Success Rate: 93.98%",https://www.hackerrank.com/challenges/re-start-re-end?isFullScreen=true
"Regex Substitution
MediumPython (Basic)Max Score: 20Success Rate: 93.87%",https://www.hackerrank.com/challenges/re-sub-regex-substitution?isFullScreen=true
"Validating Roman Numerals
EasyPython (Basic)Max Score: 20Success Rate: 92.73%",https://www.hackerrank.com/challenges/validate-a-roman-number?isFullScreen=true
"Validating phone numbers
EasyPython (Basic)Max Score: 20Success Rate: 96.82%",https://www.hackerrank.com/challenges/validating-the-phone-number?isFullScreen=true
"Validating and Parsing Email Addresses
EasyPython (Basic)Max Score: 20Success Rate: 93.44%",https://www.hackerrank.com/challenges/validating-named-email-addresses?isFullScreen=true
"Hex Color Code
EasyMax Score: 30Success Rate: 96.72%",https://www.hackerrank.com/challenges/hex-color-code?isFullScreen=true
"HTML Parser - Part 1
EasyMax Score: 30Success Rate: 96.00%",https://www.hackerrank.com/challenges/html-parser-part-1?isFullScreen=true
"HTML Parser - Part 2
EasyMax Score: 30Success Rate: 97.84%",https://www.hackerrank.com/challenges/html-parser-part-2?isFullScreen=true
"Detect HTML Tags, Attributes and Attribute Values
EasyMax Score: 30Success Rate: 97.62%",https://www.hackerrank.com/challenges/detect-html-tags-attributes-and-attribute-values?isFullScreen=true
"XML 1 - Find the Score
EasyMax Score: 20Success Rate: 97.24%",https://www.hackerrank.com/challenges/xml-1-find-the-score?isFullScreen=true
"Validating UID
EasyPython (Basic)Max Score: 40Success Rate: 95.90%",https://www.hackerrank.com/challenges/validating-uid?isFullScreen=true
"Validating Credit Card Numbers
MediumPython (Basic)Max Score: 40Success Rate: 95.47%",https://www.hackerrank.com/challenges/validating-credit-card-number?isFullScreen=true
"XML2 - Find the Maximum Depth
EasyMax Score: 20Success Rate: 97.13%",https://www.hackerrank.com/challenges/xml2-find-the-maximum-depth?isFullScreen=true
"Standardize Mobile Number Using Decorators
EasyMax Score: 30Success Rate: 97.51%",https://www.hackerrank.com/challenges/standardize-mobile-number-using-decorators?isFullScreen=true
"Validating Postal Codes
HardMax Score: 80Success Rate: 87.38%",https://www.hackerrank.com/challenges/validating-postalcode?isFullScreen=true
"Decorators 2 - Name Directory
EasyPython (Intermediate)Max Score: 30Success Rate: 90.28%",https://www.hackerrank.com/challenges/decorators-2-name-directory?isFullScreen=true
"Matrix Script
HardProblem Solving (Advanced)Max Score: 100Success Rate: 89.32%",https://www.hackerrank.com/challenges/matrix-script?isFullScreen=true
"Words Score
MediumMax Score: 10Success Rate: 94.87%",https://www.hackerrank.com/challenges/words-score?isFullScreen=true
"Arrays
EasyPython (Basic)Max Score: 20Success Rate: 96.66%",https://www.hackerrank.com/challenges/np-arrays?isFullScreen=true
"Shape and Reshape
EasyPython (Basic)Max Score: 20Success Rate: 95.32%",https://www.hackerrank.com/challenges/np-shape-reshape?isFullScreen=true
"Default Arguments
MediumPython (Intermediate)Max Score: 30Success Rate: 78.89%",https://www.hackerrank.com/challenges/default-arguments?isFullScreen=true
"Transpose and Flatten
EasyPython (Basic)Max Score: 20Success Rate: 96.88%",https://www.hackerrank.com/challenges/np-transpose-and-flatten?isFullScreen=true
"Concatenate
EasyPython (Basic)Max Score: 20Success Rate: 98.57%",https://www.hackerrank.com/challenges/np-concatenate?isFullScreen=true
"Zeros and Ones
EasyPython (Basic)Max Score: 20Success Rate: 95.22%",https://www.hackerrank.com/challenges/np-zeros-and-ones?isFullScreen=true
"Eye and Identity
EasyPython (Basic)Max Score: 20Success Rate: 95.55%",https://www.hackerrank.com/challenges/np-eye-and-identity?isFullScreen=true
"Array Mathematics
EasyPython (Basic)Max Score: 20Success Rate: 95.02%",https://www.hackerrank.com/challenges/np-array-mathematics?isFullScreen=true
"Floor, Ceil and Rint
EasyPython (Basic)Max Score: 20Success Rate: 96.78%",https://www.hackerrank.com/challenges/floor-ceil-and-rint?isFullScreen=true
"Sum and Prod
EasyPython (Basic)Max Score: 20Success Rate: 98.06%",https://www.hackerrank.com/challenges/np-sum-and-prod?isFullScreen=true
"Min and Max
EasyPython (Basic)Max Score: 20Success Rate: 98.21%",https://www.hackerrank.com/challenges/np-min-and-max?isFullScreen=true
"Mean, Var, and Std
EasyPython (Basic)Max Score: 20Success Rate: 87.87%",https://www.hackerrank.com/challenges/np-mean-var-and-std?isFullScreen=true
"Dot and Cross
EasyPython (Basic)Max Score: 20Success Rate: 98.65%",https://www.hackerrank.com/challenges/np-dot-and-cross?isFullScreen=true
"Inner and Outer
EasyPython (Basic)Max Score: 20Success Rate: 98.21%",https://www.hackerrank.com/challenges/np-inner-and-outer?isFullScreen=true
"Polynomials
EasyMax Score: 20Success Rate: 98.81%",https://www.hackerrank.com/challenges/np-polynomials?isFullScreen=true
"Linear Algebra
EasyPython (Basic)Max Score: 20Success Rate: 94.58%",https://www.hackerrank.com/challenges/np-linear-algebra?isFullScreen=true
